rollout_index,seed,total_reward,final_x,final_y,mean_abs_action,success
1,1042,-366.5042844190581,0.8722604513168335,-0.22557148337364197,0.4753847219748423,0
2,1043,-48.77267362871207,-0.06294765323400497,-0.006181910168379545,0.517305625602603,0
3,1044,-195.8236857665751,0.4475634694099426,0.024981103837490082,0.5263457510287199,0
