reward,episode_length,success,cliff_fall
-2972.0,200,0,1
-2576.0,200,0,1
-1289.0,200,0,1
-2279.0,200,0,1
-2378.0,200,0,1
-1289.0,200,0,1
-2774.0,200,0,1
-3269.0,200,0,1
-2180.0,200,0,1
-2378.0,200,0,1
-2675.0,200,0,1
-2972.0,200,0,1
-4061.0,200,0,1
-2774.0,200,0,1
-1586.0,200,0,1
-202.0,103,1,1
-1784.0,200,0,1
-1388.0,200,0,1
-3566.0,200,0,1
-2576.0,200,0,1
-2576.0,200,0,1
-893.0,200,0,1
-1487.0,200,0,1
-757.0,163,1,1
-992.0,200,0,1
-1784.0,200,0,1
-1784.0,200,0,1
-2675.0,200,0,1
-2675.0,200,0,1
-1586.0,200,0,1
-1586.0,200,0,1
-1883.0,200,0,1
-1586.0,200,0,1
-1190.0,200,0,1
-1289.0,200,0,1
-794.0,101,1,1
-2081.0,200,0,1
-2972.0,200,0,1
-1487.0,200,0,1
-2180.0,200,0,1
-3170.0,200,0,1
-2576.0,200,0,1
-2477.0,200,0,1
-5150.0,200,0,1
-1685.0,200,0,1
-1487.0,200,0,1
-2873.0,200,0,1
-801.0,108,1,1
-2180.0,200,0,1
-1586.0,200,0,1
-63.0,63,1,0
-1685.0,200,0,1
-1685.0,200,0,1
-2378.0,200,0,1
-1685.0,200,0,1
-3071.0,200,0,1
-1487.0,200,0,1
-1685.0,200,0,1
-2477.0,200,0,1
-3071.0,200,0,1
-1685.0,200,0,1
-3071.0,200,0,1
-1190.0,200,0,1
-2279.0,200,0,1
-1883.0,200,0,1
-1487.0,200,0,1
-2477.0,200,0,1
-1685.0,200,0,1
-2279.0,200,0,1
-1487.0,200,0,1
-1388.0,200,0,1
-992.0,200,0,1
-1685.0,200,0,1
-1982.0,200,0,1
-1289.0,200,0,1
-1685.0,200,0,1
-1982.0,200,0,1
-1784.0,200,0,1
-2378.0,200,0,1
-2279.0,200,0,1
-992.0,200,0,1
-2774.0,200,0,1
-1982.0,200,0,1
-1289.0,200,0,1
-1883.0,200,0,1
-2576.0,200,0,1
-2378.0,200,0,1
-2081.0,200,0,1
-2378.0,200,0,1
-2180.0,200,0,1
-2180.0,200,0,1
-1388.0,200,0,1
-1685.0,200,0,1
-1586.0,200,0,1
-2675.0,200,0,1
-2477.0,200,0,1
-2576.0,200,0,1
-2477.0,200,0,1
-2378.0,200,0,1
-1388.0,200,0,1
-2081.0,200,0,1
-1190.0,200,0,1
-1883.0,200,0,1
-2576.0,200,0,1
-1436.0,149,1,1
-1883.0,200,0,1
-2081.0,200,0,1
-2180.0,200,0,1
-2378.0,200,0,1
-2378.0,200,0,1
-2180.0,200,0,1
-1784.0,200,0,1
-3368.0,200,0,1
-1883.0,200,0,1
-1784.0,200,0,1
-1982.0,200,0,1
-3764.0,200,0,1
-1272.0,183,1,1
-2576.0,200,0,1
-1982.0,200,0,1
-1487.0,200,0,1
-2180.0,200,0,1
-2873.0,200,0,1
-1883.0,200,0,1
-2675.0,200,0,1
-2180.0,200,0,1
-2576.0,200,0,1
-2378.0,200,0,1
-1982.0,200,0,1
-2180.0,200,0,1
-2180.0,200,0,1
-1685.0,200,0,1
-2576.0,200,0,1
-1190.0,200,0,1
-1685.0,200,0,1
-2675.0,200,0,1
-1586.0,200,0,1
-2972.0,200,0,1
-1883.0,200,0,1
-1388.0,200,0,1
-2279.0,200,0,1
-2180.0,200,0,1
-2774.0,200,0,1
-2675.0,200,0,1
-1784.0,200,0,1
-1487.0,200,0,1
-2081.0,200,0,1
-1982.0,200,0,1
-1289.0,200,0,1
-2279.0,200,0,1
-3170.0,200,0,1
-2180.0,200,0,1
-27.0,27,1,0
-2081.0,200,0,1
-1685.0,200,0,1
-2873.0,200,0,1
-2180.0,200,0,1
-1784.0,200,0,1
-3071.0,200,0,1
-1487.0,200,0,1
-2081.0,200,0,1
-1289.0,200,0,1
-1784.0,200,0,1
-1982.0,200,0,1
-2675.0,200,0,1
-2081.0,200,0,1
-1586.0,200,0,1
-1685.0,200,0,1
-2675.0,200,0,1
-1091.0,200,0,1
-1410.0,123,1,1
-1883.0,200,0,1
-1091.0,200,0,1
-1091.0,200,0,1
-1982.0,200,0,1
-1685.0,200,0,1
-2873.0,200,0,1
-1487.0,200,0,1
-1784.0,200,0,1
-2180.0,200,0,1
-3071.0,200,0,1
-2774.0,200,0,1
-3764.0,200,0,1
-1883.0,200,0,1
-2081.0,200,0,1
-3368.0,200,0,1
-2378.0,200,0,1
-2180.0,200,0,1
-1982.0,200,0,1
-2279.0,200,0,1
-1685.0,200,0,1
-2576.0,200,0,1
-1388.0,200,0,1
-1190.0,200,0,1
-1190.0,200,0,1
-1289.0,200,0,1
-1487.0,200,0,1
-3566.0,200,0,1
-1982.0,200,0,1
-3368.0,200,0,1
-1487.0,200,0,1
-2378.0,200,0,1
-2081.0,200,0,1
-1091.0,200,0,1
-992.0,200,0,1
-4160.0,200,0,1
-1586.0,200,0,1
-3566.0,200,0,1
-1487.0,200,0,1
-1883.0,200,0,1
-1883.0,200,0,1
-1982.0,200,0,1
-3269.0,200,0,1
-2081.0,200,0,1
-2081.0,200,0,1
-1487.0,200,0,1
-2972.0,200,0,1
-1685.0,200,0,1
-2477.0,200,0,1
-2576.0,200,0,1
-1784.0,200,0,1
-1190.0,200,0,1
-893.0,200,0,1
-1883.0,200,0,1
-2279.0,200,0,1
-2774.0,200,0,1
-1982.0,200,0,1
-2081.0,200,0,1
-2477.0,200,0,1
-3071.0,200,0,1
-2180.0,200,0,1
-1091.0,200,0,1
-2774.0,200,0,1
-1289.0,200,0,1
-1982.0,200,0,1
-1982.0,200,0,1
-695.0,200,0,1
-1982.0,200,0,1
-2972.0,200,0,1
-3269.0,200,0,1
-2477.0,200,0,1
-398.0,200,0,1
-1586.0,200,0,1
-1388.0,200,0,1
-992.0,200,0,1
-1883.0,200,0,1
-2576.0,200,0,1
-2477.0,200,0,1
-2180.0,200,0,1
-794.0,200,0,1
-2081.0,200,0,1
-1685.0,200,0,1
-3170.0,200,0,1
-2081.0,200,0,1
-2774.0,200,0,1
-1388.0,200,0,1
-3566.0,200,0,1
-3170.0,200,0,1
-2378.0,200,0,1
-2378.0,200,0,1
-2180.0,200,0,1
-2774.0,200,0,1
-2576.0,200,0,1
-2180.0,200,0,1
-1982.0,200,0,1
-794.0,200,0,1
-1982.0,200,0,1
-2378.0,200,0,1
-2081.0,200,0,1
-3071.0,200,0,1
-1586.0,200,0,1
-1982.0,200,0,1
-1289.0,200,0,1
-992.0,200,0,1
-1784.0,200,0,1
-2477.0,200,0,1
-2279.0,200,0,1
-2180.0,200,0,1
-2378.0,200,0,1
-2774.0,200,0,1
-3467.0,200,0,1
-1982.0,200,0,1
-1685.0,200,0,1
-1388.0,200,0,1
-1487.0,200,0,1
-1388.0,200,0,1
-992.0,200,0,1
-992.0,200,0,1
-1487.0,200,0,1
-2279.0,200,0,1
-1388.0,200,0,1
-2477.0,200,0,1
-1982.0,200,0,1
-1982.0,200,0,1
-2378.0,200,0,1
-1784.0,200,0,1
-2279.0,200,0,1
-1487.0,200,0,1
-2378.0,200,0,1
-1091.0,200,0,1
-2477.0,200,0,1
-2477.0,200,0,1
-1586.0,200,0,1
-1982.0,200,0,1
-1883.0,200,0,1
-2873.0,200,0,1
-2081.0,200,0,1
-1586.0,200,0,1
-1388.0,200,0,1
-1784.0,200,0,1
-2180.0,200,0,1
-1982.0,200,0,1
-1982.0,200,0,1
-2279.0,200,0,1
-1982.0,200,0,1
-2279.0,200,0,1
-1982.0,200,0,1
-1388.0,200,0,1
-1784.0,200,0,1
-3764.0,200,0,1
-2378.0,200,0,1
-2279.0,200,0,1
-2675.0,200,0,1
-3368.0,200,0,1
-2576.0,200,0,1
-2675.0,200,0,1
-1784.0,200,0,1
-444.0,147,1,1
-1883.0,200,0,1
-2477.0,200,0,1
-1388.0,200,0,1
-1883.0,200,0,1
-3170.0,200,0,1
-1982.0,200,0,1
-2081.0,200,0,1
-1586.0,200,0,1
-1883.0,200,0,1
-1388.0,200,0,1
-1784.0,200,0,1
-695.0,200,0,1
-2576.0,200,0,1
-1190.0,200,0,1
-2180.0,200,0,1
-1982.0,200,0,1
-1982.0,200,0,1
-2378.0,200,0,1
-1784.0,200,0,1
-3368.0,200,0,1
-2180.0,200,0,1
-1388.0,200,0,1
-2576.0,200,0,1
-2576.0,200,0,1
-1586.0,200,0,1
-2378.0,200,0,1
-2279.0,200,0,1
-1289.0,200,0,1
-1883.0,200,0,1
-2081.0,200,0,1
-695.0,200,0,1
-2675.0,200,0,1
-2180.0,200,0,1
-1487.0,200,0,1
-1091.0,200,0,1
-2180.0,200,0,1
-3269.0,200,0,1
-1784.0,200,0,1
-2180.0,200,0,1
-794.0,200,0,1
-695.0,200,0,1
-3962.0,200,0,1
-2873.0,200,0,1
-3269.0,200,0,1
-2378.0,200,0,1
-1982.0,200,0,1
-1586.0,200,0,1
-1883.0,200,0,1
-2576.0,200,0,1
-2378.0,200,0,1
-2675.0,200,0,1
-2180.0,200,0,1
-2081.0,200,0,1
-2180.0,200,0,1
-1685.0,200,0,1
-2576.0,200,0,1
-1586.0,200,0,1
-2279.0,200,0,1
-1784.0,200,0,1
-2180.0,200,0,1
-2477.0,200,0,1
-1091.0,200,0,1
-1586.0,200,0,1
-1685.0,200,0,1
-1883.0,200,0,1
-2279.0,200,0,1
-2675.0,200,0,1
-1388.0,200,0,1
-1982.0,200,0,1
-2873.0,200,0,1
-2180.0,200,0,1
-1982.0,200,0,1
-1487.0,200,0,1
-893.0,200,0,1
-1982.0,200,0,1
-1685.0,200,0,1
-1487.0,200,0,1
-2081.0,200,0,1
-2576.0,200,0,1
-1883.0,200,0,1
-2774.0,200,0,1
-1091.0,200,0,1
-2675.0,200,0,1
-2378.0,200,0,1
-2576.0,200,0,1
-2378.0,200,0,1
-2081.0,200,0,1
-2180.0,200,0,1
-1685.0,200,0,1
-1982.0,200,0,1
-1982.0,200,0,1
-1982.0,200,0,1
-1982.0,200,0,1
-3863.0,200,0,1
-2873.0,200,0,1
-1883.0,200,0,1
-2675.0,200,0,1
-2081.0,200,0,1
-2675.0,200,0,1
-2279.0,200,0,1
-2576.0,200,0,1
-2378.0,200,0,1
-2378.0,200,0,1
-2972.0,200,0,1
-2972.0,200,0,1
-1289.0,200,0,1
-2378.0,200,0,1
-1883.0,200,0,1
-2378.0,200,0,1
-1289.0,200,0,1
-2576.0,200,0,1
-893.0,200,0,1
-2576.0,200,0,1
-1883.0,200,0,1
-2675.0,200,0,1
-1784.0,200,0,1
-3071.0,200,0,1
-2279.0,200,0,1
-2279.0,200,0,1
-2180.0,200,0,1
-1289.0,200,0,1
-1685.0,200,0,1
-2081.0,200,0,1
-2081.0,200,0,1
-2279.0,200,0,1
-1982.0,200,0,1
-2279.0,200,0,1
-2774.0,200,0,1
-2180.0,200,0,1
-2378.0,200,0,1
-1784.0,200,0,1
-2378.0,200,0,1
-2675.0,200,0,1
-2576.0,200,0,1
-1586.0,200,0,1
-1685.0,200,0,1
-2675.0,200,0,1
-1685.0,200,0,1
-2972.0,200,0,1
-3071.0,200,0,1
-2576.0,200,0,1
-1784.0,200,0,1
-2675.0,200,0,1
-1487.0,200,0,1
-2180.0,200,0,1
-2378.0,200,0,1
-2081.0,200,0,1
-2378.0,200,0,1
-2081.0,200,0,1
-1487.0,200,0,1
-2675.0,200,0,1
-2081.0,200,0,1
-2972.0,200,0,1
-2675.0,200,0,1
-1487.0,200,0,1
-1487.0,200,0,1
-2873.0,200,0,1
-2576.0,200,0,1
-1982.0,200,0,1
-2873.0,200,0,1
-2081.0,200,0,1
-3071.0,200,0,1
-1685.0,200,0,1
-2378.0,200,0,1
-2972.0,200,0,1
