episode_return
30.0
20.0
20.0
22.0
26.0
34.0
34.0
13.0
49.0
16.0
22.0
35.0
33.0
17.0
33.0
12.0
17.0
16.0
22.0
30.0
20.0
16.0
62.0
10.0
26.0
16.0
14.0
10.0
11.0
18.0
18.0
20.0
40.0
15.0
13.0
31.0
27.0
9.0
17.0
26.0
22.0
14.0
24.0
8.0
23.0
18.0
16.0
35.0
9.0
18.0
42.0
25.0
10.0
12.0
11.0
17.0
27.0
45.0
24.0
22.0
29.0
26.0
13.0
15.0
20.0
23.0
20.0
15.0
20.0
11.0
43.0
36.0
38.0
32.0
29.0
12.0
11.0
42.0
14.0
14.0
14.0
73.0
12.0
12.0
15.0
17.0
43.0
21.0
18.0
16.0
21.0
31.0
23.0
10.0
17.0
22.0
23.0
15.0
15.0
11.0
22.0
14.0
70.0
50.0
17.0
45.0
31.0
10.0
12.0
9.0
31.0
9.0
20.0
19.0
23.0
13.0
11.0
16.0
23.0
31.0
39.0
20.0
12.0
24.0
18.0
40.0
12.0
38.0
32.0
58.0
26.0
26.0
23.0
17.0
41.0
9.0
10.0
19.0
9.0
22.0
18.0
25.0
14.0
15.0
24.0
17.0
9.0
23.0
23.0
18.0
56.0
15.0
30.0
30.0
28.0
25.0
19.0
20.0
22.0
11.0
17.0
29.0
24.0
19.0
48.0
14.0
29.0
51.0
24.0
21.0
16.0
23.0
14.0
12.0
18.0
15.0
21.0
20.0
35.0
43.0
26.0
30.0
18.0
16.0
18.0
18.0
45.0
17.0
26.0
17.0
15.0
17.0
12.0
34.0
11.0
12.0
16.0
16.0
27.0
12.0
14.0
18.0
18.0
35.0
14.0
49.0
17.0
26.0
25.0
29.0
26.0
30.0
40.0
54.0
23.0
25.0
14.0
13.0
20.0
17.0
22.0
23.0
30.0
19.0
18.0
15.0
9.0
21.0
29.0
22.0
17.0
42.0
33.0
41.0
28.0
29.0
27.0
24.0
86.0
69.0
73.0
50.0
16.0
71.0
17.0
15.0
21.0
32.0
34.0
19.0
36.0
13.0
14.0
9.0
32.0
13.0
22.0
20.0
30.0
27.0
53.0
19.0
14.0
12.0
50.0
28.0
65.0
17.0
34.0
73.0
29.0
25.0
38.0
41.0
62.0
11.0
41.0
26.0
17.0
16.0
23.0
18.0
18.0
13.0
14.0
36.0
67.0
12.0
31.0
77.0
32.0
23.0
35.0
14.0
30.0
30.0
13.0
27.0
27.0
23.0
27.0
12.0
15.0
38.0
51.0
12.0
24.0
16.0
16.0
21.0
22.0
13.0
10.0
36.0
45.0
19.0
16.0
75.0
31.0
18.0
13.0
15.0
63.0
17.0
34.0
31.0
19.0
18.0
46.0
25.0
15.0
16.0
18.0
22.0
17.0
24.0
16.0
11.0
23.0
23.0
51.0
33.0
15.0
10.0
12.0
36.0
28.0
24.0
35.0
19.0
18.0
20.0
45.0
14.0
15.0
20.0
89.0
15.0
38.0
10.0
18.0
23.0
18.0
17.0
12.0
11.0
55.0
18.0
12.0
24.0
32.0
19.0
15.0
29.0
15.0
20.0
45.0
14.0
18.0
18.0
35.0
41.0
69.0
26.0
18.0
77.0
30.0
16.0
56.0
20.0
22.0
62.0
11.0
14.0
19.0
22.0
24.0
25.0
22.0
10.0
26.0
12.0
15.0
33.0
14.0
17.0
28.0
53.0
55.0
53.0
25.0
17.0
40.0
47.0
15.0
22.0
14.0
98.0
14.0
51.0
16.0
20.0
15.0
23.0
23.0
56.0
28.0
21.0
38.0
26.0
44.0
16.0
12.0
33.0
73.0
44.0
18.0
44.0
28.0
15.0
26.0
22.0
27.0
22.0
73.0
12.0
21.0
67.0
17.0
52.0
20.0
58.0
12.0
28.0
26.0
11.0
17.0
26.0
18.0
15.0
50.0
38.0
21.0
50.0
16.0
18.0
17.0
23.0
59.0
18.0
56.0
59.0
59.0
32.0
25.0
14.0
37.0
25.0
23.0
36.0
41.0
36.0
23.0
43.0
16.0
27.0
37.0
48.0
17.0
22.0
49.0
15.0
68.0
45.0
44.0
30.0
17.0
23.0
11.0
12.0
45.0
17.0
45.0
19.0
45.0
26.0
18.0
12.0
22.0
18.0
16.0
36.0
46.0
32.0
13.0
22.0
49.0
17.0
15.0
21.0
18.0
22.0
100.0
19.0
50.0
26.0
27.0
37.0
30.0
22.0
54.0
58.0
55.0
34.0
18.0
103.0
28.0
23.0
17.0
13.0
15.0
85.0
41.0
37.0
97.0
37.0
37.0
11.0
13.0
10.0
11.0
15.0
14.0
24.0
71.0
42.0
29.0
16.0
18.0
21.0
72.0
39.0
24.0
67.0
24.0
18.0
14.0
21.0
34.0
39.0
140.0
39.0
19.0
32.0
17.0
94.0
11.0
37.0
18.0
36.0
62.0
20.0
26.0
13.0
35.0
87.0
33.0
21.0
26.0
20.0
16.0
19.0
14.0
15.0
18.0
31.0
25.0
21.0
39.0
57.0
29.0
13.0
24.0
18.0
26.0
34.0
13.0
25.0
40.0
18.0
39.0
72.0
41.0
23.0
28.0
42.0
26.0
29.0
11.0
28.0
14.0
36.0
96.0
68.0
18.0
25.0
15.0
12.0
52.0
74.0
14.0
12.0
14.0
10.0
18.0
12.0
29.0
27.0
12.0
17.0
24.0
40.0
33.0
15.0
14.0
12.0
31.0
14.0
23.0
29.0
39.0
30.0
64.0
11.0
26.0
93.0
16.0
69.0
72.0
14.0
45.0
16.0
27.0
14.0
17.0
13.0
33.0
16.0
12.0
28.0
18.0
30.0
54.0
54.0
13.0
44.0
65.0
29.0
20.0
13.0
20.0
17.0
28.0
13.0
72.0
15.0
24.0
16.0
65.0
22.0
28.0
48.0
29.0
33.0
40.0
107.0
61.0
44.0
9.0
13.0
70.0
15.0
107.0
15.0
45.0
25.0
15.0
19.0
88.0
72.0
72.0
16.0
26.0
15.0
14.0
56.0
73.0
22.0
42.0
12.0
12.0
26.0
15.0
14.0
12.0
14.0
11.0
18.0
17.0
21.0
13.0
14.0
10.0
46.0
12.0
16.0
32.0
17.0
29.0
40.0
15.0
15.0
14.0
31.0
18.0
41.0
26.0
30.0
11.0
9.0
17.0
110.0
57.0
19.0
12.0
11.0
12.0
20.0
15.0
17.0
11.0
17.0
18.0
15.0
14.0
16.0
14.0
11.0
20.0
10.0
17.0
13.0
29.0
17.0
17.0
53.0
16.0
17.0
12.0
12.0
20.0
18.0
73.0
12.0
12.0
27.0
17.0
38.0
17.0
17.0
18.0
22.0
14.0
16.0
18.0
15.0
15.0
23.0
16.0
12.0
27.0
12.0
20.0
16.0
19.0
11.0
15.0
13.0
69.0
28.0
28.0
23.0
14.0
12.0
13.0
11.0
14.0
16.0
13.0
13.0
10.0
30.0
13.0
20.0
23.0
15.0
81.0
14.0
11.0
20.0
21.0
25.0
13.0
20.0
16.0
20.0
11.0
20.0
23.0
14.0
13.0
12.0
16.0
11.0
13.0
17.0
15.0
57.0
15.0
10.0
24.0
153.0
15.0
89.0
18.0
69.0
24.0
21.0
16.0
14.0
20.0
22.0
12.0
50.0
20.0
17.0
21.0
24.0
21.0
17.0
15.0
18.0
14.0
15.0
17.0
28.0
15.0
10.0
13.0
17.0
18.0
13.0
16.0
18.0
16.0
12.0
74.0
14.0
11.0
42.0
19.0
22.0
10.0
34.0
26.0
12.0
15.0
17.0
51.0
13.0
16.0
16.0
10.0
73.0
18.0
11.0
19.0
17.0
15.0
22.0
42.0
67.0
11.0
12.0
16.0
11.0
13.0
16.0
19.0
67.0
14.0
20.0
24.0
11.0
16.0
19.0
11.0
18.0
20.0
9.0
25.0
36.0
18.0
20.0
16.0
33.0
63.0
18.0
14.0
11.0
22.0
13.0
32.0
27.0
18.0
21.0
15.0
11.0
20.0
97.0
24.0
22.0
14.0
101.0
27.0
18.0
15.0
11.0
35.0
16.0
14.0
15.0
10.0
20.0
16.0
19.0
47.0
32.0
18.0
15.0
11.0
19.0
13.0
35.0
75.0
19.0
15.0
48.0
12.0
20.0
13.0
36.0
25.0
13.0
13.0
15.0
14.0
47.0
16.0
75.0
12.0
10.0
17.0
27.0
22.0
12.0
25.0
57.0
20.0
11.0
22.0
41.0
41.0
65.0
9.0
15.0
22.0
12.0
9.0
116.0
74.0
17.0
14.0
61.0
17.0
23.0
15.0
24.0
111.0
16.0
23.0
100.0
64.0
20.0
16.0
17.0
91.0
11.0
19.0
35.0
12.0
18.0
23.0
37.0
12.0
15.0
14.0
17.0
17.0
105.0
69.0
15.0
65.0
14.0
101.0
63.0
19.0
102.0
16.0
13.0
28.0
10.0
28.0
56.0
16.0
10.0
51.0
23.0
10.0
23.0
12.0
23.0
17.0
36.0
22.0
195.0
12.0
11.0
11.0
55.0
47.0
13.0
41.0
79.0
19.0
95.0
44.0
20.0
20.0
25.0
11.0
16.0
37.0
133.0
12.0
11.0
21.0
13.0
12.0
168.0
20.0
121.0
9.0
13.0
35.0
45.0
27.0
12.0
