rollout_index,seed,total_reward,final_position,max_position,mean_abs_action,success
1,20042,-0.0005240812920245377,-0.5316600799560547,-0.4468008577823639,0.0022904276847839355,0
2,20043,-0.0005240812920245377,-0.5194670557975769,-0.4845975935459137,0.0022904276847839355,0
3,20044,-0.0005240812920245377,-0.5194200873374939,-0.48664259910583496,0.0022904276847839355,0
