reward,final_position,max_position,success,mean_abs_action
-34.008304485077716,-0.40086427330970764,-0.364586740732193,0,0.5027813924950075
-33.626531183934695,-0.06665529310703278,-0.06665529310703278,0,0.5035141919929724
-34.860288774356796,-0.41258543729782104,-0.2575747072696686,0,0.5101127301187098
-32.383564919641046,-0.97793048620224,-0.09185358136892319,0,0.4945939134357048
-33.51648506251712,-0.7033473253250122,-0.16097392141819,0,0.498809692976009
-33.40448565649016,-0.403507262468338,-0.0619146004319191,0,0.5036697343735419
-34.00510111723891,-0.7072132229804993,-0.14770515263080597,0,0.5061960944684059
-32.0535728009917,-0.9232622385025024,-0.2536727488040924,0,0.4857810655017607
-33.00814234587636,-0.513684868812561,-0.20698049664497375,0,0.4990784400325029
-33.168510037969355,-0.9270845055580139,0.09196516126394272,0,0.4987823502559148
-32.904678250210395,-0.3459473252296448,-0.2445986568927765,0,0.4934947843539521
-33.59426608851173,-0.4535696506500244,-0.20551498234272003,0,0.4976229731585375
-31.614262579961164,-0.49048787355422974,-0.36196407675743103,0,0.48540090649306344
-35.200278099208795,-0.6164718270301819,-0.2364550679922104,0,0.5178854831776282
-32.7845217698319,-0.6299951076507568,-0.2984714210033417,0,0.49720978345924727
-34.44172767296446,-0.16262270510196686,-0.134020134806633,0,0.5113421892996661
-32.48839295732068,-0.2804698348045349,-0.26636406779289246,0,0.49280404274717104
-35.05434513904878,-0.7913236021995544,-0.13557960093021393,0,0.5139169321182845
-34.20768314831154,-0.5809820294380188,-0.17846328020095825,0,0.5088270613603789
-32.560734457471085,-0.6834191679954529,-0.21024546027183533,0,0.4947274083993858
-32.292234193708346,-0.8621500730514526,-0.18995316326618195,0,0.49145152729220903
-33.175885227564436,-0.26139718294143677,-0.13806232810020447,0,0.4983006476415778
-34.25483099553267,-0.5380970239639282,-0.326093465089798,0,0.5051153355486201
-33.4136558523754,-0.6641491055488586,-0.29495716094970703,0,0.496437875897618
-32.6991593876389,0.03133535385131836,0.38558483123779297,0,0.49555685396424615
-31.528254742390533,-0.5409271717071533,-0.31890207529067993,0,0.48335102067591884
-34.69226580353011,0.05131613090634346,0.23283489048480988,0,0.5122201120643398
-33.32849190388079,-1.003319263458252,0.14133943617343903,0,0.504052386430136
-33.33381981619521,-0.2412281185388565,-0.21393655240535736,0,0.49958272592548664
-34.7035884096241,-0.8293866515159607,-0.2742525041103363,0,0.5134476255282883
-34.48842657373417,-0.6202252507209778,-0.33725857734680176,0,0.5078030839382724
-33.81646335660002,-0.08973529189825058,-0.03582984581589699,0,0.5064101411849411
-33.83288835635036,-0.7295854091644287,-0.2887630760669708,0,0.5019235758086001
-32.677865441314815,-0.7816543579101562,-0.1414642482995987,0,0.4919437702353186
-32.87829227487735,-0.5018476247787476,-0.2937801778316498,0,0.4944498975034309
-34.00111211505095,-0.8353107571601868,-0.1946188509464264,0,0.5094445489153072
-33.66685362980035,-0.017003389075398445,0.022176416590809822,0,0.5032647046758615
-32.92606725358114,-0.021040668711066246,0.03597010672092438,0,0.49615686433501033
-33.110310788319225,-0.40261727571487427,-0.326879620552063,0,0.5006242194388645
-33.50688478708192,-0.6587890386581421,-0.25540411472320557,0,0.5012436268770288
-33.02799000338749,-0.38875439763069153,-0.15535509586334229,0,0.497518446042414
-33.23224942141374,-0.68294757604599,-0.1876833289861679,0,0.5015403671203602
-32.5557440750611,-0.3512011766433716,-0.11037731170654297,0,0.49438551247817464
-34.2022027990786,-0.25991904735565186,0.013314761221408844,0,0.5111538240400789
-32.480469452934756,-0.7100485563278198,-0.3344595432281494,0,0.48994471665417283
-32.83643162335082,-0.46164965629577637,-0.12280743569135666,0,0.4934309084833053
-33.27718423121814,-0.35160863399505615,-0.05516421049833298,0,0.4991103388373512
-34.50716405255178,-0.5356452465057373,-0.29847708344459534,0,0.5121484092899129
-31.471418196874694,-0.5095120668411255,-0.3045414686203003,0,0.483877190255718
-33.497549501314595,-0.8149959444999695,-0.2611379623413086,0,0.5016263453070786
-33.70965416423173,-0.6550912857055664,-0.29259219765663147,0,0.5024832858525679
-33.04304580560832,-1.1331607103347778,0.1941763013601303,0,0.49848251693389817
-32.97511863344799,-0.2871466279029846,0.07197888940572739,0,0.49968754404058513
-34.47505728512668,-0.8572977781295776,-0.010299227200448513,0,0.5069331488521021
-34.06302761798623,-0.6372371912002563,0.06831248849630356,0,0.5032941514812713
-31.78182940503319,-0.6555978655815125,-0.3300251066684723,0,0.48678293667180844
-32.59418810995272,-0.499515175819397,-0.28592991828918457,0,0.49476479832875403
-31.97685322500459,-0.7847932577133179,0.0018742864485830069,0,0.48624051818206954
-33.54705299827607,-0.5677599310874939,-0.29489874839782715,0,0.5040375093118816
-32.50303126785091,-0.6720240712165833,-0.2627391517162323,0,0.4942926768051764
-33.17266207340142,-0.6072278618812561,-0.20602235198020935,0,0.4976600102865388
-33.9307636614437,-0.5597231388092041,-0.29621976613998413,0,0.5047951620612834
-34.17367127696427,-0.38403964042663574,-0.3051391839981079,0,0.5061622315715231
-33.15262938031686,-0.3809216618537903,-0.3809216618537903,0,0.4985073948440507
-34.38755757250431,-1.1443166732788086,0.030710017308592796,0,0.5114515898435762
-33.33566954492489,-0.363657146692276,-0.17008163034915924,0,0.5007005289271956
-33.268451578137665,-0.5954750776290894,-0.17984247207641602,0,0.4993184627505516
-32.74745547179446,-0.525560736656189,-0.14349086582660675,0,0.5020902393786288
-32.24853214897738,-0.5344153046607971,-0.23301678895950317,0,0.491334028862854
-34.187659040054186,-0.5897377729415894,-0.2699466645717621,0,0.5085225488089871
-33.65753960684436,-0.5875483751296997,-0.16485480964183807,0,0.5025573346092159
-32.98301240891944,-0.3875976800918579,-0.20632991194725037,0,0.49962723472955506
-33.38784593430952,-0.6480222940444946,-0.24297773838043213,0,0.49912008637020755
-33.667781040344636,-0.43154212832450867,-0.24952080845832825,0,0.5055657908558604
-33.074105744025395,-0.6589018106460571,-0.17269839346408844,0,0.49753649273931094
-35.189391184268395,-0.4968336224555969,-0.32770198583602905,0,0.5183620383641273
-35.003328732712596,-0.26842057704925537,-0.1344134360551834,0,0.5183260619666268
-32.54399671591007,-0.3266705572605133,-0.29200372099876404,0,0.49210518608228665
-34.29627117935011,-0.47481614351272583,-0.2516641914844513,0,0.5134600237157079
-33.64925853452903,-0.42898789048194885,-0.21217301487922668,0,0.5043708594555599
-34.01617712780311,-0.2270270586013794,-0.0734177753329277,0,0.507403677768819
-35.57687421502136,-0.8162896037101746,-0.10984844714403152,0,0.5158342102729436
-34.05967222741242,-0.2520895302295685,0.041406333446502686,0,0.5083310180898379
-33.574188906075925,-0.6892988085746765,-0.24691617488861084,0,0.5018544374973347
-33.24907636278134,-0.5571553707122803,-0.30691441893577576,0,0.5038726921926869
-34.46178119269538,-1.0253911018371582,-0.1269582360982895,0,0.5118655971111823
-32.987604771061235,-0.5892499089241028,-0.13027653098106384,0,0.49625130573222814
-34.6240400472106,-0.33617302775382996,-0.1665286123752594,0,0.5099538137192767
-32.504001604096835,-0.3203268349170685,-0.23791366815567017,0,0.4942166620837613
-33.508866147770746,-0.5918645262718201,-0.24771519005298615,0,0.49943321700885174
-32.7260456786989,-0.3763558566570282,-0.3039197623729706,0,0.4961125162833075
-33.39007898121121,-0.5588477253913879,-0.30207139253616333,0,0.5006068880925327
-33.16131956854139,-0.8864144086837769,0.19433677196502686,0,0.4973484903206448
-32.6284727177207,-0.09807304292917252,0.08979526907205582,0,0.4925958831572625
-33.30638099154432,-0.6393810510635376,0.14507904648780823,0,0.49686384597025046
-33.23387960301575,-0.10256682336330414,-0.054740987718105316,0,0.49962967300733496
-33.0414252930096,-0.2666904628276825,-0.19535964727401733,0,0.49708774449177656
-33.51094722635783,-0.4665271043777466,-0.3703344166278839,0,0.5058219498014651
-33.46719271156311,-0.6961524486541748,-0.23978972434997559,0,0.5012507221289305
-33.85669182766591,-0.6878332495689392,-0.2681991159915924,0,0.5036491482286773
-31.011344168751545,-0.5928800106048584,-0.3845992386341095,0,0.47670469555383976
-33.954755529438856,-0.9703927040100098,-0.07211704552173615,0,0.504758867232858
-33.60110520154811,-0.4953206181526184,-0.15252305567264557,0,0.5046395076162837
-33.91369489956225,-0.05683039128780365,-0.003128734650090337,0,0.5055728143368203
-34.667461760218,-0.680683434009552,-0.30140161514282227,0,0.5181550638311103
-33.27283004983913,-0.5466651916503906,-0.32095202803611755,0,0.49836367993973085
-32.47192108228571,-0.2463790476322174,-0.10836309939622879,0,0.4936080036751993
-33.51388143102068,-0.9495290517807007,-0.0731031522154808,0,0.5001984129224468
-33.50860594364324,-0.5514649748802185,-0.2101684808731079,0,0.5009090751556361
-33.052969862299626,-0.4268838167190552,-0.29617276787757874,0,0.49968392661485067
-33.560801218058174,-0.27417221665382385,-0.12806403636932373,0,0.5014034875089306
-33.41299982212351,-0.5788637399673462,-0.34870490431785583,0,0.501109178899461
-34.10335030602619,-0.5486034750938416,-0.2207976132631302,0,0.5086049332855725
-32.59115505959426,0.050421684980392456,0.1520414501428604,0,0.49549722316576067
-33.519956022695965,-0.5594296455383301,-0.3555683195590973,0,0.5043089561509546
-33.07428367038955,-0.644283652305603,-0.2719254195690155,0,0.4976052247698431
-35.01889391551746,-0.14776943624019623,-0.07647977024316788,0,0.5156666773180694
-33.92932799163683,-0.5991072058677673,-0.15967029333114624,0,0.5081051667642735
-33.762677469678415,-0.4288662374019623,-0.31836411356925964,0,0.5053848320129071
-32.52415947556659,-0.371332585811615,-0.23941786587238312,0,0.4870113029264266
-34.53523428556217,-0.789962112903595,0.2314816117286682,0,0.5138851063576341
-35.481460266931215,-0.5263465642929077,-0.3440706729888916,0,0.5187424683274032
-32.64735381581699,-0.3449256420135498,-0.19780030846595764,0,0.4918283280138429
-33.97810482238974,-0.21528950333595276,0.11038872599601746,0,0.503608327278321
-32.13501274976408,0.030372370034456253,0.23593178391456604,0,0.4850763559398939
-32.583771799816695,-0.3864039480686188,-0.2226097136735916,0,0.4923140246706485
-34.0081225060154,-0.07491746544837952,-0.07491746544837952,0,0.5056999938255772
-33.67356067629264,-0.21994365751743317,-0.05964208021759987,0,0.5045606717466142
-31.89554640532324,-0.2937527596950531,0.0035120374523103237,0,0.48488550942115094
-32.671452650844984,-0.4749831557273865,-0.2652990520000458,0,0.4903938791968532
-32.343095346971964,-0.4078230559825897,-0.288750022649765,0,0.4909561566788949
-33.26703374987811,-0.6144038438796997,-0.249768927693367,0,0.4972851905876559
-33.44419943401214,-0.34719792008399963,-0.22969065606594086,0,0.49695797220200627
-33.311168502025986,-0.5866560935974121,-0.39323076605796814,0,0.5002076657978609
-34.88141326809256,-0.7976548671722412,-0.107944555580616,0,0.5139100604929036
-34.1208798652721,-0.25386813282966614,-0.19077017903327942,0,0.5075904512168827
-32.673136055903726,-0.43929335474967957,-0.2779929041862488,0,0.4988495820691134
76.45220137357923,0.4507768750190735,0.4507768750190735,0,0.5172951820988031
-32.30668359384911,-0.6702353954315186,0.043020669370889664,0,0.4890895978267024
-33.140387136450094,-0.5195897221565247,-0.22174528241157532,0,0.4981052051104877
-32.91204720206296,0.10227300226688385,0.1140686571598053,0,0.49908907852343376
-33.29947142312251,-0.7207439541816711,-0.29323285818099976,0,0.5027786793602813
-32.75960987863144,-0.6548129916191101,-0.2390541285276413,0,0.4945302565301954
-33.266656509704305,-0.4908449947834015,-0.3031403124332428,0,0.5049034635713734
-34.21270127868189,-0.6532572507858276,-0.24086901545524597,0,0.5083516321427995
-32.998550200715286,-1.093044400215149,0.12403314560651779,0,0.49631030402943127
-33.40901593779029,-0.43025481700897217,-0.1400097906589508,0,0.5039038259980131
-32.5181921078401,-0.40435701608657837,-0.24770227074623108,0,0.49657502826603894
-34.16618046590912,-0.4258866608142853,-0.29271554946899414,0,0.5096978985263292
-34.310567163029496,-0.33326399326324463,-0.08332829177379608,0,0.5111150587023864
-33.48887919311358,-0.338406503200531,-0.07130170613527298,0,0.5011638419091323
-32.9880758722121,-1.1017169952392578,-0.06535081565380096,0,0.49631795740883994
-33.34203598037341,-0.49896854162216187,-0.18703070282936096,0,0.49725220897445316
-33.463520462816554,-0.42374616861343384,-0.3915368914604187,0,0.5011741980594121
-33.29241107017084,-0.5833670496940613,-0.3380361795425415,0,0.4996366860370701
-32.55287911483045,-0.4605197310447693,-0.26870325207710266,0,0.4926806793144267
-33.69880888184231,-1.1019227504730225,0.018412478268146515,0,0.5064591291897536
-33.14885728427222,-0.971064567565918,-0.06784245371818542,0,0.4956194768036857
-32.08186545398181,-0.7567890286445618,-0.23420670628547668,0,0.48658128041872856
-33.13271608337354,-0.3962460458278656,-0.2653300166130066,0,0.49863467935198413
-34.87004742571515,-0.5488473176956177,-0.10304037481546402,0,0.5107282606539437
-34.11220870461526,-0.9867799878120422,-0.08844432979822159,0,0.5090921781982204
-31.741371083054748,-0.5278658270835876,-0.4016968905925751,0,0.4860739836102101
-33.42499935908014,-0.014830868691205978,-0.014830868691205978,0,0.5050709003972862
-32.982081838720475,-0.8725982308387756,-0.0323043093085289,0,0.4937639746432625
-33.885412552340995,-0.4965553879737854,-0.17014020681381226,0,0.5066978699563572
-34.17498846566976,-0.6019426584243774,-0.11309922486543655,0,0.5073940681211568
-30.93693957328635,-0.5665882229804993,-0.2344485968351364,0,0.47741479468119385
-33.81969749634994,-0.4307830035686493,0.08667421340942383,0,0.5016948084165568
-33.9742040621227,-0.5713009834289551,-0.3333818018436432,0,0.508290271125643
-32.96077771332647,-0.6382293701171875,-0.3886067867279053,0,0.5018216636317602
-33.520244749418964,-0.507831335067749,-0.14140865206718445,0,0.4995259033694693
-33.39832776229547,0.31291577219963074,0.31291577219963074,0,0.5025400485160777
-32.50719572311391,-0.6439799666404724,-0.253241628408432,0,0.49224831945229286
-34.973268023284135,-1.1114221811294556,0.04268946871161461,0,0.514022704445523
-34.2137058438479,-0.6529085040092468,-0.20145682990550995,0,0.5114347948471328
-33.27905236670734,-0.6279906630516052,-0.23125462234020233,0,0.5004975428756744
-34.11055192834562,-0.3628048300743103,-0.1872672289609909,0,0.506145296840219
-33.01801107653985,-0.2231697291135788,-0.15086711943149567,0,0.4976981793147711
-32.92712710036371,-0.3778682351112366,0.2935302257537842,0,0.5015335668541921
-33.00128639203987,-0.40804794430732727,-0.14076407253742218,0,0.4955495795627437
-31.804135659154817,-0.39448583126068115,-0.22377999126911163,0,0.48853345588271135
-35.0090015323983,-0.26869863271713257,-0.17080655694007874,0,0.5121233176661527
-32.25323916852552,-0.603285551071167,0.1272263526916504,0,0.48843881257043387
-33.35840576822745,-0.25492429733276367,0.05254104733467102,0,0.49977620534418904
-34.550120514010885,0.042440518736839294,0.28166714310646057,0,0.5103557329872871
-33.24536007705417,-0.5292858481407166,-0.07077975571155548,0,0.4991116716211347
-33.50478871667059,-0.6491712927818298,-0.32677918672561646,0,0.5062593706212616
-33.78840144666506,-0.27688315510749817,-0.1680193990468979,0,0.5025701299968427
-32.73497919520391,-0.8117286562919617,-0.030788276344537735,0,0.4946172431682808
-32.66272805149575,-1.1595698595046997,0.10908588021993637,0,0.4955758993838773
-33.3515114238163,-0.603763222694397,-0.3789758086204529,0,0.5011434759904474
-33.79996657585235,-0.6850372552871704,-0.246466726064682,0,0.5080779765525197
-32.86814986745926,-0.641772985458374,-0.3587721288204193,0,0.49568957338998515
-31.588780465332714,-0.3222600221633911,-0.2393752485513687,0,0.4831711211595106
-33.934403758791284,-0.7799617052078247,-0.1180012971162796,0,0.5037872592305151
-31.815216108131118,-0.8031184673309326,-0.16588734090328217,0,0.48481732220975104
-32.717242804062074,-1.0939658880233765,-0.030059106647968292,0,0.49871600862031124
-31.371346831771522,-0.6134844422340393,-0.2370527982711792,0,0.4800667484461967
-33.034892407300994,-0.6001275777816772,-0.14082233607769012,0,0.5035262604940215
-32.50869298004346,-0.9322179555892944,0.17345044016838074,0,0.4922407763050841
-33.315252028800536,0.012204124592244625,0.24477502703666687,0,0.5032150814659996
-30.958330447821265,-0.6823458075523376,0.12935185432434082,0,0.4778483291747989
-33.57568236101438,-0.8185619115829468,-0.042384374886751175,0,0.5004869949079767
-34.216693200542075,-0.40448591113090515,-0.3509349226951599,0,0.5086197919581454
-33.17357275121262,-0.384112149477005,-0.25163066387176514,0,0.5007510382996255
-31.62484524628577,-0.6317984461784363,-0.010221816599369049,0,0.48393286785795575
-33.925449060037906,-0.3881582021713257,-0.27195802330970764,0,0.5076407799718948
-33.580008325743435,-0.8962868452072144,-0.22957949340343475,0,0.5020934046154983
-36.00753869585322,-0.9185643196105957,-0.035749778151512146,0,0.527805524972012
-33.89114331440705,-0.36649227142333984,-0.36649227142333984,0,0.5103014747969232
-33.212697918478135,-0.400963693857193,-0.27224215865135193,0,0.4947963806523665
-34.04889599449657,-0.7571738362312317,0.2521874010562897,0,0.5110957163518427
-35.06365504849728,-0.4113684296607971,-0.33420950174331665,0,0.5168393359593423
-33.95751249561371,-0.7164384722709656,-0.26628369092941284,0,0.5048959909657318
-31.812497878427827,-0.466001033782959,-0.17361114919185638,0,0.4855829637356194
-33.422471812262984,-0.6732683777809143,-0.15439768135547638,0,0.503137495448893
-34.48494112608106,-0.2575948238372803,-0.09129268676042557,0,0.5100638059356697
-32.52151010379402,-0.09066619724035263,-0.022999487817287445,0,0.49104864440100443
-32.60870659978548,-0.7038339376449585,-0.09042355418205261,0,0.49547281539636534
-33.811614924266955,-0.0514155849814415,-0.0475485697388649,0,0.5078277288782198
-32.28536865688084,-0.7218231558799744,-0.1728113740682602,0,0.4919881180956416
