reward,episode_length,success
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-389.0,390,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-459.0,460,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-442.0,443,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-487.0,488,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
-500.0,500,0
