reward,episode_length,success,final_tip_height,final_theta1_error,final_theta2_error
-2030.3358002265275,600,0,-1.8516102477303562,2.596239797342883,0.6270341523762173
-2018.0720357383645,600,0,-0.4568402410354243,3.128458406629475,2.131755182618073
-1753.1834245611851,600,0,0.7153872192533801,1.528178935146638,0.6953462486747848
-1904.3377859584568,600,0,-1.7205756914208674,3.123714739119242,0.7480556761956914
-1930.4855681838476,600,0,-1.3436231573905368,2.979822693441999,1.367855191345966
-2009.6355180425394,600,0,-1.9683708499345105,2.983959818454707,0.03879911203344527
-1986.0834369529196,600,0,-1.5117100164974566,2.2410323386699873,1.3728278629812678
-1962.7149413346924,600,0,-1.5822946934879951,2.694294719335603,0.3748139738218499
-1360.1249539790347,600,0,-0.25391974802700246,0.7753289428529508,2.1130429823665886
-1866.3701438536661,600,0,-1.518171683653129,3.0775820236481453,1.0876988174617124
-1928.396282613765,600,0,-0.855363368626013,2.7060623508531974,1.1865716004633626
-2028.6537044725774,600,0,-1.7242561877090026,2.714874479649375,1.0466342131296458
-2016.9076407062123,600,0,-1.4643904756939206,2.4656034462495606,0.14116098460496423
-1856.9425899217433,600,0,-1.6921601050051527,2.421217882937074,0.3739762183722255
-1873.1817499789304,600,0,-0.8552062012525191,2.816302560522943,1.3379898722516086
-1820.3395771147177,600,0,-0.16367507025083405,2.619443786099877,1.8283590797639713
-1916.9429815865544,600,0,-0.9822126181680901,2.5627019604729635,0.8462485806638129
-1787.5113494778811,600,0,-1.216940693407789,1.7976355400901565,1.2177135200332236
-1932.6442184385373,600,0,-1.6046017551311935,2.2234315518115713,0.844927160542047
-1997.3199076356102,600,0,-1.493716677982559,2.829670859260101,1.3099373106371968
-1899.44638531902,600,0,-1.7274628184693732,2.498680100341312,0.25874254320747303
-1933.896324483989,600,0,-0.7655958894524134,2.4510318195035867,2.2666501981188376
-2027.7524757183087,600,0,-1.797747410880861,3.0176629494293956,0.758347562931847
-1961.4302890485246,600,0,-1.7745997594812022,2.475751872702677,0.5120798765250981
-1828.1179795191792,600,0,-1.5009385646985125,2.7334247645516463,0.5401026551921917
-1861.6358759695904,600,0,0.3109055820132052,1.8561175209402165,0.9193200898397004
-1970.4161723992095,600,0,-0.49623051929341544,1.976827558525466,0.30459319944560204
-1899.6808159990221,600,0,-0.25574566730059956,2.625093625798729,1.7151721643006284
-1868.6451788744832,600,0,-1.6479093514469536,3.1321312721756858,0.8753623757441462
-1901.2881740336834,600,0,-1.932726857498265,2.7951639242930195,0.47192592604950256
-1967.187940507125,600,0,-1.8724911423486366,2.815200273818901,0.7153999002159239
-1819.9396579641295,600,0,-0.25074930732190004,1.2707319804579442,0.8780417441204054
-1284.4548971895165,600,0,-0.17163965723253272,2.9071430795574074,2.7342141516323144
-1903.4702116290725,600,0,-0.8147099129367404,2.705285083339092,1.2262257042479159
-2007.810151067553,600,0,-1.370397412700199,2.523181683355021,0.36330489995499204
-1739.3648032705896,600,0,-0.5805336918115652,1.839682763234256,0.051439190364301
-1857.632976046624,600,0,-1.9913164576660287,3.0731224044806886,0.04419813045106724
-1950.198130449908,600,0,-1.5792033531577743,2.7611787043383007,0.4818865336895404
-2052.726532080268,600,0,-1.5246069686967583,2.9704830671415277,0.8301873339344347
-1590.5635220982576,600,0,-1.3395904231063245,2.2548208822246005,1.6713686962780587
-1975.0472567456227,600,0,-0.05602225249364978,2.9832636593317496,2.610899636601302
-1959.7638556020513,600,0,-1.5152675933276292,2.493438671956836,0.12162003446904113
-2019.6929325621354,600,0,-1.8134065360086298,2.8357616978029316,0.23006900684423187
-1794.6454965594828,600,0,-0.07675792930427927,2.289626413362575,1.339704671417437
-1991.203025188175,600,0,-0.7158736339688736,3.0864390595610374,1.8021522873817264
-2043.0111197740878,600,0,-1.4051218940024215,2.3081789858177943,1.5818275406105342
-1954.8539385724332,600,0,-1.8704666491658468,2.6304131569815183,0.5695221195657149
-1995.334749620288,600,0,-1.383069700825014,3.0282551305546366,1.0573858613738323
-2017.9934535428101,600,0,-1.7701169285854519,3.0493109729816634,0.7773562576840438
-1975.8240529592804,600,0,-0.8709204720366432,2.838624223398634,1.9573967926635807
-2001.3229562575711,600,0,-1.3042107186886955,2.758600702273048,1.56760016364908
-1786.525999925241,600,0,-0.3742365314335993,2.4891794643392364,1.352252202760399
