episode_return,episode_length,episode_success,final_position
-130.0,130,0,-0.502060055732727
-165.0,165,0,-0.40289196372032166
-188.0,188,0,-0.5070053339004517
-164.0,164,0,-0.40441659092903137
-200.0,200,0,-0.517684817314148
-125.0,125,0,-0.4412635564804077
-140.0,140,0,-0.5830361247062683
-200.0,200,0,-0.48890766501426697
-200.0,200,0,-0.4395880401134491
-168.0,168,0,-0.4150596559047699
-173.0,173,0,-0.4354833960533142
-145.0,145,0,-0.5926058292388916
-200.0,200,0,-0.5254595279693604
-200.0,200,0,-0.5902603268623352
-200.0,200,0,-0.5781435370445251
-200.0,200,0,-0.4649388790130615
-200.0,200,0,-0.4573483467102051
-200.0,200,0,-0.4452558755874634
-189.0,189,0,-0.4269087016582489
-177.0,177,0,-0.45211371779441833
-157.0,157,0,-0.4398256838321686
-148.0,148,0,-0.5902072787284851
-143.0,143,0,-0.5530929565429688
-136.0,136,0,-0.47562044858932495
-200.0,200,0,-0.4283749461174011
-138.0,138,0,-0.5990999937057495
-124.0,124,0,-0.4970741271972656
-200.0,200,0,-0.4645425081253052
-147.0,147,0,-0.594078540802002
-184.0,184,0,-0.5197288990020752
-151.0,151,0,-0.4208730161190033
-134.0,134,0,-0.4656774401664734
-200.0,200,0,-0.5524682998657227
-200.0,200,0,-0.4294437766075134
-154.0,154,0,-0.5303937196731567
-175.0,175,0,-0.42933106422424316
-157.0,157,0,-0.5402112603187561
-200.0,200,0,-0.48193594813346863
-200.0,200,0,-0.5206120014190674
-161.0,161,0,-0.5450350046157837
-195.0,195,0,-0.42268848419189453
-145.0,145,0,-0.5624812841415405
-149.0,149,0,-0.5830376744270325
-114.0,114,0,-0.5316146016120911
-131.0,131,0,-0.45647215843200684
-166.0,166,0,-0.4385136663913727
-96.0,96,1,-0.4002513289451599
-88.0,88,1,-0.5407276153564453
-200.0,200,0,-0.5184116363525391
-113.0,113,0,-0.5726357698440552
-147.0,147,0,-0.4850256145000458
-200.0,200,0,-0.40048399567604065
-174.0,174,0,-0.4598237872123718
-199.0,199,0,-0.48095741868019104
-193.0,193,0,-0.5215261578559875
-158.0,158,0,-0.41694024205207825
-88.0,88,1,-0.5006166696548462
-200.0,200,0,-0.5731266140937805
-145.0,145,0,-0.5269243121147156
-161.0,161,0,-0.586566686630249
-116.0,116,0,-0.5596041679382324
-193.0,193,0,-0.5964662432670593
-144.0,144,0,-0.5093440413475037
-169.0,169,0,-0.4730919599533081
-155.0,155,0,-0.5313414931297302
-200.0,200,0,-0.5159236192703247
-114.0,114,0,-0.40815815329551697
-200.0,200,0,-0.44960737228393555
-98.0,98,1,-0.49182868003845215
-170.0,170,0,-0.5430918335914612
-152.0,152,0,-0.42060065269470215
-104.0,104,1,-0.5529806017875671
-166.0,166,0,-0.534931480884552
-169.0,169,0,-0.41818705201148987
-90.0,90,1,-0.49409160017967224
-123.0,123,0,-0.4515364170074463
-114.0,114,0,-0.4818510413169861
-131.0,131,0,-0.4693121612071991
-113.0,113,0,-0.5401233434677124
-113.0,113,0,-0.5517255663871765
-179.0,179,0,-0.5355015397071838
-162.0,162,0,-0.5689116716384888
-200.0,200,0,-0.42513713240623474
-93.0,93,1,-0.5433506369590759
-200.0,200,0,-0.4877021312713623
-162.0,162,0,-0.4416051208972931
-107.0,107,1,-0.4432351887226105
-90.0,90,1,-0.512322723865509
-158.0,158,0,-0.504748523235321
-175.0,175,0,-0.40105965733528137
-93.0,93,1,-0.46508049964904785
-109.0,109,1,-0.4370723068714142
-105.0,105,1,-0.41948920488357544
-95.0,95,1,-0.44248202443122864
-189.0,189,0,-0.562964141368866
-200.0,200,0,-0.4875658452510834
-162.0,162,0,-0.5796211957931519
-182.0,182,0,-0.4694155752658844
-118.0,118,0,-0.40893012285232544
-98.0,98,1,-0.49745360016822815
-159.0,159,0,-0.5134055018424988
-170.0,170,0,-0.5928314328193665
-200.0,200,0,-0.40804508328437805
-98.0,98,1,-0.5793994665145874
-200.0,200,0,-0.5917841792106628
-200.0,200,0,-0.5507866740226746
-171.0,171,0,-0.5868939161300659
-200.0,200,0,-0.5089764595031738
-174.0,174,0,-0.49678245186805725
-172.0,172,0,-0.5374860167503357
-166.0,166,0,-0.58980792760849
-200.0,200,0,-0.5776799321174622
-200.0,200,0,-0.5230991244316101
