reward,episode_length,success,final_position,max_position
-200.0,200,0,-0.6010168790817261,-0.37981563806533813
-200.0,200,0,-0.3434187173843384,-0.3384677469730377
-200.0,200,0,-0.4717830419540405,-0.40584784746170044
-200.0,200,0,-0.41974467039108276,-0.3984217047691345
-200.0,200,0,-0.5494773983955383,-0.4763505756855011
-200.0,200,0,-0.6331689357757568,-0.4357571601867676
-200.0,200,0,-0.6034768223762512,-0.4579707086086273
-200.0,200,0,-0.45368292927742004,-0.44039663672447205
-200.0,200,0,-0.6532115340232849,-0.3548937141895294
-200.0,200,0,-0.5708168148994446,-0.3834696412086487
-200.0,200,0,-0.5353266596794128,-0.44502347707748413
-200.0,200,0,-0.5084241032600403,-0.4740045964717865
-200.0,200,0,-0.6347484588623047,-0.45385515689849854
-200.0,200,0,-0.6037800312042236,-0.4387294054031372
-200.0,200,0,-0.5563486814498901,-0.4433858096599579
-200.0,200,0,-0.32546791434288025,-0.31935814023017883
-200.0,200,0,-0.5619334578514099,-0.4278941750526428
-200.0,200,0,-0.6438860297203064,-0.3589962422847748
-200.0,200,0,-0.60837721824646,-0.40352362394332886
-200.0,200,0,-0.6657750606536865,-0.3771689534187317
-200.0,200,0,-0.4889523386955261,-0.4669533967971802
-200.0,200,0,-0.35492727160453796,-0.35492727160453796
-200.0,200,0,-0.38589969277381897,-0.38012397289276123
-200.0,200,0,-0.5005509257316589,-0.3715147078037262
-200.0,200,0,-0.39299771189689636,-0.39299771189689636
-200.0,200,0,-0.3298262059688568,-0.3298262059688568
-200.0,200,0,-0.510053813457489,-0.3946869671344757
-200.0,200,0,-0.5574378371238708,-0.3831603229045868
-200.0,200,0,-0.44277313351631165,-0.388923704624176
-200.0,200,0,-0.5720206499099731,-0.46759089827537537
-200.0,200,0,-0.7107636332511902,-0.20936250686645508
-200.0,200,0,-0.6954284310340881,-0.3211056888103485
-200.0,200,0,-0.563563883304596,-0.4241427779197693
-200.0,200,0,-0.5902473330497742,-0.28312593698501587
-200.0,200,0,-0.6091791391372681,-0.38793426752090454
-200.0,200,0,-0.40006595849990845,-0.2827182710170746
-200.0,200,0,-0.4781220257282257,-0.4614194631576538
-200.0,200,0,-0.4922039210796356,-0.3489343822002411
-200.0,200,0,-0.4169953763484955,-0.350021630525589
-200.0,200,0,-0.7198334336280823,-0.33783990144729614
-200.0,200,0,-0.6317747235298157,-0.4245266616344452
-200.0,200,0,-0.4877387285232544,-0.37279847264289856
-200.0,200,0,-0.3511522114276886,-0.3511522114276886
-200.0,200,0,-0.3344433307647705,-0.22543519735336304
-200.0,200,0,-0.4817295968532562,-0.45582857728004456
-200.0,200,0,-0.5481576919555664,-0.46593376994132996
-200.0,200,0,-0.5239108204841614,-0.3774336278438568
-200.0,200,0,-0.5116558074951172,-0.3905748128890991
-200.0,200,0,-0.4981813132762909,-0.41752007603645325
-200.0,200,0,-0.5818005800247192,-0.4052254855632782
-200.0,200,0,-0.5814946293830872,-0.433913916349411
-200.0,200,0,-0.6241857409477234,-0.39063435792922974
-200.0,200,0,-0.504117488861084,-0.3761236071586609
-200.0,200,0,-0.4366280138492584,-0.3428850769996643
-200.0,200,0,-0.5057753324508667,-0.4217711091041565
-200.0,200,0,-0.5773035287857056,-0.4320542812347412
-200.0,200,0,-0.4205823242664337,-0.39981627464294434
-200.0,200,0,-0.3769948184490204,-0.3450104892253876
-200.0,200,0,-0.3988438546657562,-0.3646278977394104
-200.0,200,0,-0.6255099177360535,-0.42669007182121277
-200.0,200,0,-0.45092490315437317,-0.4405691623687744
-200.0,200,0,-0.32192108035087585,-0.310781329870224
-200.0,200,0,-0.4697054624557495,-0.29680758714675903
-200.0,200,0,-0.4473840296268463,-0.4428742527961731
-200.0,200,0,-0.5228827595710754,-0.43989434838294983
-200.0,200,0,-0.6660552620887756,-0.34204187989234924
-200.0,200,0,-0.4667549133300781,-0.4106636047363281
-200.0,200,0,-0.4526219069957733,-0.4386320114135742
